Satellite,Date,Location,NDVI,SMI,Avg_rainfall
Sentinel-2,01/05/20,Anantapur,0.3672750835785149,0.6483513418812109,1.0
SMAP,01/05/20,Anantapur,0.3672750835785149,0.6483513418812109,1.0
AMSR-E,01/05/20,Anantapur,0.3672750835785149,0.6483513418812109,0.5758793534782776
AMSR-E,01/06/20,Anantapur,0.357088081,0.6294633691633825,0.2968256866450411
SMAP,01/06/20,Anantapur,0.357088081,0.6294633691633825,1.0
Sentinel-2,01/06/20,Anantapur,0.357088081,0.6294633691633825,0.5758793534782776
Landsat,01/06/20,Anantapur,0.357088081,0.6294633691633825,1.0
MODIS,01/06/20,Anantapur,0.357088081,0.6294633691633825,0.5758793534782776
AMSR-E,01/07/20,Anantapur,0.5134787630653195,0.9379328012473565,0.0127762580728133
SMAP,01/07/20,Anantapur,0.5134787630653195,0.9379328012473565,0.0127762580728133
Sentinel-2,01/07/20,Anantapur,0.5134787630653195,0.9379328012473565,0.0127762580728133
Landsat,01/07/20,Anantapur,0.5134787630653195,0.9379328012473565,0.0127762580728133
MODIS,01/07/20,Anantapur,0.5134787630653195,0.9379328012473565,0.0127762580728133
AMSR-E,01/08/20,Anantapur,0.1065656507221615,0.1016883638161485,0.0127762580728133
SMAP,01/08/20,Anantapur,0.1065656507221615,0.1016883638161485,0.0127762580728133
Landsat,01/08/20,Anantapur,0.1065656507221615,0.1016883638161485,0.1167694933683091
Sentinel-2,01/08/20,Anantapur,0.1065656507221615,0.1016883638161485,0.1167694933683091
MODIS,01/08/20,Anantapur,0.1065656507221615,0.1016883638161485,0.0127762580728133
AMSR-E,01/09/20,Anantapur,0.053822249,0.0136616842865999,0.0
SMAP,01/09/20,Anantapur,0.053822249,0.0136616842865999,1.0
Landsat,01/09/20,Anantapur,0.053822249,0.0136616842865999,1.0
Sentinel-2,01/09/20,Anantapur,0.053822249,0.0136616842865999,0.0127762580728133
MODIS,01/09/20,Anantapur,0.053822249,0.0136616842865999,0.5758793534782776
SMAP,01/10/20,Anantapur,0.6068431906417989,0.9999982840728036,0.0127762580728133
AMSR-E,01/10/20,Anantapur,0.6068431906417989,0.9999982840728036,0.0127762580728133
MODIS,01/10/20,Anantapur,0.6068431906417989,0.9999982840728036,0.0127762580728133
Sentinel-2,01/10/20,Anantapur,0.6068431906417989,0.9999982840728036,0.0127762580728133
Landsat,01/10/20,Anantapur,0.6068431906417989,0.9999982840728036,0.0127762580728133
SMAP,01/11/20,Anantapur,0.1106730776496708,0.1105352662248645,0.2968256866450411
AMSR-E,01/11/20,Anantapur,0.1106730776496708,0.1105352662248645,1.0
MODIS,01/11/20,Anantapur,0.1106730776496708,0.1105352662248645,1.0
Sentinel-2,01/11/20,Anantapur,0.1106730776496708,0.1105352662248645,0.5758793534782776
Landsat,01/11/20,Anantapur,0.1106730776496708,0.1105352662248645,0.5758793534782776
Landsat,01/12/20,Anantapur,0.045682739,0.00479119,0.2968256866450411
Sentinel-2,01/12/20,Anantapur,0.045682739,0.00479119,0.2968256866450411
MODIS,01/12/20,Anantapur,0.045682739,0.00479119,1.0
AMSR-E,01/12/20,Anantapur,0.045682739,0.00479119,1.0
SMAP,01/12/20,Anantapur,0.045682739,0.00479119,0.5758793534782776
AMSR-E,01/01/21,Anantapur,0.052879223,0.006940566,0.0
SMAP,01/01/21,Anantapur,0.052879223,0.006940566,1.0
Landsat,01/01/21,Anantapur,0.052879223,0.006940566,1.0
Sentinel-2,01/01/21,Anantapur,0.052879223,0.006940566,0.0127762580728133
MODIS,01/01/21,Anantapur,0.052879223,0.006940566,0.5758793534782776
MODIS,01/02/21,Anantapur,0.07813423,0.04399885,0.2968256866450411
Sentinel-2,01/02/21,Anantapur,0.07813423,0.04399885,0.0
Landsat,01/02/21,Anantapur,0.07813423,0.04399885,1.0
SMAP,01/02/21,Anantapur,0.07813423,0.04399885,1.0
AMSR-E,01/02/21,Anantapur,0.07813423,0.04399885,0.0
MODIS,01/03/21,Anantapur,0.3658200123600975,0.6433919859634798,0.0127762580728133
Sentinel-2,01/03/21,Anantapur,0.3658200123600975,0.6433919859634798,0.0127762580728133
Landsat,01/03/21,Anantapur,0.3658200123600975,0.6433919859634798,0.0127762580728133
SMAP,01/03/21,Anantapur,0.3658200123600975,0.6433919859634798,0.0127762580728133
AMSR-E,01/03/21,Anantapur,0.3658200123600975,0.6433919859634798,0.1167694933683091
AMSR-E,01/04/21,Anantapur,0.3234692349301141,0.5575529581952794,0.0
SMAP,01/04/21,Anantapur,0.3234692349301141,0.5575529581952794,0.0
Sentinel-2,01/04/21,Anantapur,0.3234692349301141,0.5575529581952794,1.0
Landsat,01/04/21,Anantapur,0.3234692349301141,0.5575529581952794,0.0127762580728133
MODIS,01/04/21,Anantapur,0.3234692349301141,0.5575529581952794,1.0
AMSR-E,01/05/21,Anantapur,0.2603775761855532,0.4266933886105678,0.1167694933683091
SMAP,01/05/21,Anantapur,0.2603775761855532,0.4266933886105678,0.1167694933683091
Sentinel-2,01/05/21,Anantapur,0.2603775761855532,0.4266933886105678,0.1167694933683091
Landsat,01/05/21,Anantapur,0.2603775761855532,0.4266933886105678,0.1167694933683091
MODIS,01/05/21,Anantapur,0.2603775761855532,0.4266933886105678,0.0127762580728133
MODIS,01/06/21,Anantapur,0.1403221975132186,0.1729863129494577,0.0127762580728133
Landsat,01/06/21,Anantapur,0.1403221975132186,0.1729863129494577,0.1167694933683091
Sentinel-2,01/06/21,Anantapur,0.1403221975132186,0.1729863129494577,0.0127762580728133
SMAP,01/06/21,Anantapur,0.1403221975132186,0.1729863129494577,0.1167694933683091
AMSR-E,01/06/21,Anantapur,0.1403221975132186,0.1729863129494577,0.1167694933683091
MODIS,01/07/21,Anantapur,0.4472181576130344,0.8120532900949203,0.1167694933683091
Landsat,01/07/21,Anantapur,0.4472181576130344,0.8120532900949203,1.0
Sentinel-2,01/07/21,Anantapur,0.4472181576130344,0.8120532900949203,1.0
SMAP,01/07/21,Anantapur,0.4472181576130344,0.8120532900949203,0.0127762580728133
AMSR-E,01/07/21,Anantapur,0.4472181576130344,0.8120532900949203,0.0
MODIS,01/08/21,Anantapur,0.2737259083303629,0.4501962598635698,0.0
Sentinel-2,01/08/21,Anantapur,0.2737259083303629,0.4501962598635698,1.0
Landsat,01/08/21,Anantapur,0.2737259083303629,0.4501962598635698,1.0
SMAP,01/08/21,Anantapur,0.2737259083303629,0.4501962598635698,0.5758793534782776
AMSR-E,01/08/21,Anantapur,0.2737259083303629,0.4501962598635698,1.0
MODIS,01/09/21,Anantapur,0.238750699975324,0.3811741521874578,0.1167694933683091
Sentinel-2,01/09/21,Anantapur,0.238750699975324,0.3811741521874578,0.0127762580728133
Landsat,01/09/21,Anantapur,0.238750699975324,0.3811741521874578,0.0127762580728133
SMAP,01/09/21,Anantapur,0.238750699975324,0.3811741521874578,0.0127762580728133
AMSR-E,01/09/21,Anantapur,0.238750699975324,0.3811741521874578,0.0127762580728133
Landsat,01/10/21,Anantapur,0.230890548479421,0.3644679054774137,0.0
Sentinel-2,01/10/21,Anantapur,0.230890548479421,0.3644679054774137,0.0
MODIS,01/10/21,Anantapur,0.230890548479421,0.3644679054774137,0.1167694933683091
AMSR-E,01/10/21,Anantapur,0.230890548479421,0.3644679054774137,0.0127762580728133
SMAP,01/10/21,Anantapur,0.230890548479421,0.3644679054774137,0.0
Landsat,01/11/21,Anantapur,0.074725945,0.039530859,0.1167694933683091
Sentinel-2,01/11/21,Anantapur,0.074725945,0.039530859,0.0127762580728133
MODIS,01/11/21,Anantapur,0.074725945,0.039530859,0.0127762580728133
AMSR-E,01/11/21,Anantapur,0.074725945,0.039530859,1.0
SMAP,01/11/21,Anantapur,0.074725945,0.039530859,0.1167694933683091
SMAP,01/12/21,Anantapur,0.2965940719092034,0.5030955153283801,0.1167694933683091
AMSR-E,01/12/21,Anantapur,0.2965940719092034,0.5030955153283801,0.0127762580728133
MODIS,01/12/21,Anantapur,0.2965940719092034,0.5030955153283801,1.0
Sentinel-2,01/12/21,Anantapur,0.2965940719092034,0.5030955153283801,0.1167694933683091
Landsat,01/12/21,Anantapur,0.2965940719092034,0.5030955153283801,0.1167694933683091
SMAP,01/01/22,Anantapur,0.6149087032386592,0.9999935598800996,0.0127762580728133
AMSR-E,01/01/22,Anantapur,0.6149087032386592,0.9999935598800996,0.0127762580728133
MODIS,01/01/22,Anantapur,0.6149087032386592,0.9999935598800996,1.0
Landsat,01/01/22,Anantapur,0.6149087032386592,0.9999935598800996,0.0127762580728133
Sentinel-2,01/01/22,Anantapur,0.6149087032386592,0.9999935598800996,0.0127762580728133
Sentinel-2,01/02/22,Anantapur,0.051992034,0.007534335,0.0127762580728133
Landsat,01/02/22,Anantapur,0.051992034,0.007534335,0.0127762580728133
MODIS,01/02/22,Anantapur,0.051992034,0.007534335,0.0127762580728133
AMSR-E,01/02/22,Anantapur,0.051992034,0.007534335,1.0
SMAP,01/02/22,Anantapur,0.051992034,0.007534335,0.0127762580728133
Sentinel-2,01/03/22,Anantapur,0.4447187067415094,0.7700584887886066,0.2968256866450411
Landsat,01/03/22,Anantapur,0.4447187067415094,0.7700584887886066,0.2968256866450411
MODIS,01/03/22,Anantapur,0.4447187067415094,0.7700584887886066,0.0
AMSR-E,01/03/22,Anantapur,0.4447187067415094,0.7700584887886066,1.0
SMAP,01/03/22,Anantapur,0.4447187067415094,0.7700584887886066,1.0
SMAP,01/04/22,Anantapur,0.5378330751987055,0.9051851374852652,0.0127762580728133
AMSR-E,01/04/22,Anantapur,0.5378330751987055,0.9051851374852652,0.0127762580728133
MODIS,01/04/22,Anantapur,0.5378330751987055,0.9051851374852652,0.0127762580728133
Sentinel-2,01/04/22,Anantapur,0.5378330751987055,0.9051851374852652,0.0127762580728133
Landsat,01/04/22,Anantapur,0.5378330751987055,0.9051851374852652,0.0127762580728133
SMAP,01/05/22,Anantapur,0.452078154,0.7968080904030377,0.2968256866450411
AMSR-E,01/05/22,Anantapur,0.452078154,0.7968080904030377,1.0
MODIS,01/05/22,Anantapur,0.452078154,0.7968080904030377,1.0
Sentinel-2,01/05/22,Anantapur,0.452078154,0.7968080904030377,1.0
Landsat,01/05/22,Anantapur,0.452078154,0.7968080904030377,0.5758793534782776
Landsat,01/06/22,Anantapur,0.1118416719101956,0.1126139538049303,0.2968256866450411
Sentinel-2,01/06/22,Anantapur,0.1118416719101956,0.1126139538049303,0.1167694933683091
MODIS,01/06/22,Anantapur,0.1118416719101956,0.1126139538049303,1.0
AMSR-E,01/06/22,Anantapur,0.1118416719101956,0.1126139538049303,1.0
SMAP,01/06/22,Anantapur,0.1118416719101956,0.1126139538049303,1.0
Landsat,01/07/22,Anantapur,0.6065981946733437,0.973298723,0.0127762580728133
Sentinel-2,01/07/22,Anantapur,0.6065981946733437,0.973298723,0.0127762580728133
MODIS,01/07/22,Anantapur,0.6065981946733437,0.973298723,0.0127762580728133
AMSR-E,01/07/22,Anantapur,0.6065981946733437,0.973298723,0.0127762580728133
SMAP,01/07/22,Anantapur,0.6065981946733437,0.973298723,0.0127762580728133
Sentinel-2,01/08/22,Anantapur,0.2086234798123764,0.317676423,0.0127762580728133
Landsat,01/08/22,Anantapur,0.2086234798123764,0.317676423,0.0127762580728133
MODIS,01/08/22,Anantapur,0.2086234798123764,0.317676423,0.0127762580728133
AMSR-E,01/08/22,Anantapur,0.2086234798123764,0.317676423,0.0127762580728133
SMAP,01/08/22,Anantapur,0.2086234798123764,0.317676423,0.0127762580728133
Sentinel-2,01/09/22,Anantapur,0.1831474849662428,0.2624854909677371,0.0
Landsat,01/09/22,Anantapur,0.1831474849662428,0.2624854909677371,0.0
MODIS,01/09/22,Anantapur,0.1831474849662428,0.2624854909677371,1.0
AMSR-E,01/09/22,Anantapur,0.1831474849662428,0.2624854909677371,1.0
SMAP,01/09/22,Anantapur,0.1831474849662428,0.2624854909677371,0.5758793534782776
MODIS,01/10/22,Anantapur,0.1291542715052215,0.1494547641406208,0.0127762580728133
Landsat,01/10/22,Anantapur,0.1291542715052215,0.1494547641406208,0.0127762580728133
Sentinel-2,01/10/22,Anantapur,0.1291542715052215,0.1494547641406208,0.0127762580728133
SMAP,01/10/22,Anantapur,0.1291542715052215,0.1494547641406208,0.0127762580728133
AMSR-E,01/10/22,Anantapur,0.1291542715052215,0.1494547641406208,0.0127762580728133
MODIS,01/11/22,Anantapur,0.064001704,0.0235017479266558,0.0
Landsat,01/11/22,Anantapur,0.064001704,0.0235017479266558,1.0
Sentinel-2,01/11/22,Anantapur,0.064001704,0.0235017479266558,0.0127762580728133
SMAP,01/11/22,Anantapur,0.064001704,0.0235017479266558,1.0
AMSR-E,01/11/22,Anantapur,0.064001704,0.0235017479266558,0.5758793534782776
AMSR-E,01/12/22,Anantapur,0.6051057266817819,0.9997764564568884,0.2968256866450411
SMAP,01/12/22,Anantapur,0.6051057266817819,0.9997764564568884,1.0
Sentinel-2,01/12/22,Anantapur,0.6051057266817819,0.9997764564568884,1.0
Landsat,01/12/22,Anantapur,0.6051057266817819,0.9997764564568884,1.0
MODIS,01/12/22,Anantapur,0.6051057266817819,0.9997764564568884,0.0
Sentinel-2,01/01/23,Anantapur,0.036303762,0.001159691,0.0
Landsat,01/01/23,Anantapur,0.036303762,0.001159691,0.0
MODIS,01/01/23,Anantapur,0.036303762,0.001159691,1.0
AMSR-E,01/01/23,Anantapur,0.036303762,0.001159691,1.0
SMAP,01/01/23,Anantapur,0.036303762,0.001159691,0.5758793534782776
SMAP,01/02/23,Anantapur,0.0388175807132557,0.001647475,0.0
AMSR-E,01/02/23,Anantapur,0.0388175807132557,0.001647475,1.0
MODIS,01/02/23,Anantapur,0.0388175807132557,0.001647475,1.0
Landsat,01/02/23,Anantapur,0.0388175807132557,0.001647475,0.0
Sentinel-2,01/02/23,Anantapur,0.0388175807132557,0.001647475,0.0
SMAP,01/03/23,Anantapur,0.374377081,0.6600141601635845,0.0127762580728133
AMSR-E,01/03/23,Anantapur,0.374377081,0.6600141601635845,0.0127762580728133
MODIS,01/03/23,Anantapur,0.374377081,0.6600141601635845,0.0127762580728133
Landsat,01/03/23,Anantapur,0.374377081,0.6600141601635845,0.1167694933683091
Sentinel-2,01/03/23,Anantapur,0.374377081,0.6600141601635845,0.1167694933683091
Landsat,01/04/23,Anantapur,0.116804773552409,0.1242504086603017,0.0
Sentinel-2,01/04/23,Anantapur,0.116804773552409,0.1242504086603017,0.0
MODIS,01/04/23,Anantapur,0.116804773552409,0.1242504086603017,0.0
AMSR-E,01/04/23,Anantapur,0.116804773552409,0.1242504086603017,0.0
SMAP,01/04/23,Anantapur,0.116804773552409,0.1242504086603017,0.0
Landsat,01/05/23,Anantapur,0.265283525,0.4329263449146111,0.0127762580728133
Sentinel-2,01/05/23,Anantapur,0.265283525,0.4329263449146111,0.0127762580728133
MODIS,01/05/23,Anantapur,0.265283525,0.4329263449146111,0.0127762580728133
AMSR-E,01/05/23,Anantapur,0.265283525,0.4329263449146111,0.1167694933683091
SMAP,01/05/23,Anantapur,0.265283525,0.4329263449146111,0.5758793534782776
SMAP,01/06/23,Anantapur,0.08043719,0.051217279,0.0127762580728133
AMSR-E,01/06/23,Anantapur,0.08043719,0.051217279,0.1167694933683091
MODIS,01/06/23,Anantapur,0.08043719,0.051217279,0.0127762580728133
Sentinel-2,01/06/23,Anantapur,0.08043719,0.051217279,0.1167694933683091
Landsat,01/06/23,Anantapur,0.08043719,0.051217279,0.5758793534782776
SMAP,01/07/23,Anantapur,0.2812044762798421,0.4607218514167454,0.1167694933683091
AMSR-E,01/07/23,Anantapur,0.2812044762798421,0.4607218514167454,1.0
MODIS,01/07/23,Anantapur,0.2812044762798421,0.4607218514167454,0.5758793534782776
Sentinel-2,01/07/23,Anantapur,0.2812044762798421,0.4607218514167454,0.5758793534782776
Landsat,01/07/23,Anantapur,0.2812044762798421,0.4607218514167454,0.0
SMAP,01/08/23,Anantapur,0.1148346616124456,0.1184773459072183,0.1167694933683091
AMSR-E,01/08/23,Anantapur,0.1148346616124456,0.1184773459072183,0.0
MODIS,01/08/23,Anantapur,0.1148346616124456,0.1184773459072183,0.0
Landsat,01/08/23,Anantapur,0.1148346616124456,0.1184773459072183,1.0
Sentinel-2,01/08/23,Anantapur,0.1148346616124456,0.1184773459072183,0.5758793534782776
SMAP,01/09/23,Anantapur,0.2683995435995919,0.4424560225205447,0.0127762580728133
AMSR-E,01/09/23,Anantapur,0.2683995435995919,0.4424560225205447,0.0127762580728133
MODIS,01/09/23,Anantapur,0.2683995435995919,0.4424560225205447,0.1167694933683091
Landsat,01/09/23,Anantapur,0.2683995435995919,0.4424560225205447,0.0127762580728133
Sentinel-2,01/09/23,Anantapur,0.2683995435995919,0.4424560225205447,0.0127762580728133
AMSR-E,01/10/23,Anantapur,0.4589047688471173,0.8469914033641138,0.0
SMAP,01/10/23,Anantapur,0.4589047688471173,0.8469914033641138,0.0
Sentinel-2,01/10/23,Anantapur,0.4589047688471173,0.8469914033641138,1.0
Landsat,01/10/23,Anantapur,0.4589047688471173,0.8469914033641138,0.0127762580728133
MODIS,01/10/23,Anantapur,0.4589047688471173,0.8469914033641138,0.5758793534782776
AMSR-E,01/11/23,Anantapur,0.1558524905677678,0.2052477150662652,0.1167694933683091
SMAP,01/11/23,Anantapur,0.1558524905677678,0.2052477150662652,0.0127762580728133
Sentinel-2,01/11/23,Anantapur,0.1558524905677678,0.2052477150662652,0.0127762580728133
Landsat,01/11/23,Anantapur,0.1558524905677678,0.2052477150662652,1.0
MODIS,01/11/23,Anantapur,0.1558524905677678,0.2052477150662652,0.0127762580728133
MODIS,01/12/23,Anantapur,0.5995073293411289,1.0,0.0127762580728133
Landsat,01/12/23,Anantapur,0.5995073293411289,1.0,0.0127762580728133
Sentinel-2,01/12/23,Anantapur,0.5995073293411289,1.0,0.0127762580728133
SMAP,01/12/23,Anantapur,0.5995073293411289,1.0,1.0
AMSR-E,01/12/23,Anantapur,0.5995073293411289,1.0,0.1167694933683091
Landsat,01/01/24,Anantapur,0.3456336926163377,0.6064310247582119,0.1167694933683091
Sentinel-2,01/01/24,Anantapur,0.3456336926163377,0.6064310247582119,0.0127762580728133
MODIS,01/01/24,Anantapur,0.3456336926163377,0.6064310247582119,0.0127762580728133
AMSR-E,01/01/24,Anantapur,0.3456336926163377,0.6064310247582119,1.0
SMAP,01/01/24,Anantapur,0.3456336926163377,0.6064310247582119,0.1167694933683091
SMAP,01/02/24,Anantapur,0.050505255,0.00889315,0.1167694933683091
AMSR-E,01/02/24,Anantapur,0.050505255,0.00889315,0.1167694933683091
MODIS,01/02/24,Anantapur,0.050505255,0.00889315,1.0
Sentinel-2,01/02/24,Anantapur,0.050505255,0.00889315,0.1167694933683091
Landsat,01/02/24,Anantapur,0.050505255,0.00889315,0.1167694933683091
SMAP,01/03/24,Anantapur,0.043746656990038,0.003224285,0.0
AMSR-E,01/03/24,Anantapur,0.043746656990038,0.003224285,0.0
MODIS,01/03/24,Anantapur,0.043746656990038,0.003224285,1.0
Sentinel-2,01/03/24,Anantapur,0.043746656990038,0.003224285,0.0
Landsat,01/03/24,Anantapur,0.043746656990038,0.003224285,0.0
Sentinel-2,01/04/24,Anantapur,0.458529862,0.79008453,0.1167694933683091
Landsat,01/04/24,Anantapur,0.458529862,0.79008453,0.0127762580728133
MODIS,01/04/24,Anantapur,0.458529862,0.79008453,0.0127762580728133
AMSR-E,01/04/24,Anantapur,0.458529862,0.79008453,0.1167694933683091
SMAP,01/04/24,Anantapur,0.458529862,0.79008453,0.0127762580728133
Sentinel-2,01/05/24,Anantapur,0.088148127,0.067073481,0.0
Landsat,01/05/24,Anantapur,0.088148127,0.067073481,0.0
MODIS,01/05/24,Anantapur,0.088148127,0.067073481,1.0
AMSR-E,01/05/24,Anantapur,0.088148127,0.067073481,1.0
SMAP,01/05/24,Anantapur,0.088148127,0.067073481,0.5758793534782776
SMAP,01/06/24,Anantapur,0.1126261984637792,0.1150297265560003,0.0
AMSR-E,01/06/24,Anantapur,0.1126261984637792,0.1150297265560003,1.0
MODIS,01/06/24,Anantapur,0.1126261984637792,0.1150297265560003,1.0
Landsat,01/06/24,Anantapur,0.1126261984637792,0.1150297265560003,0.5758793534782776
Sentinel-2,01/06/24,Anantapur,0.1126261984637792,0.1150297265560003,0.0
SMAP,01/07/24,Anantapur,0.2097992623658808,0.3175489871618117,0.0127762580728133
AMSR-E,01/07/24,Anantapur,0.2097992623658808,0.3175489871618117,0.0127762580728133
MODIS,01/07/24,Anantapur,0.2097992623658808,0.3175489871618117,0.0127762580728133
Landsat,01/07/24,Anantapur,0.2097992623658808,0.3175489871618117,0.0127762580728133
Sentinel-2,01/07/24,Anantapur,0.2097992623658808,0.3175489871618117,0.1167694933683091
SMAP,01/08/24,Anantapur,0.2620537654530067,0.4248826669283057,0.0127762580728133
